publication_date,date,N
2020-06-15,2020-04-21,62
2020-06-15,2020-04-22,77
2020-06-15,2020-04-23,86
2020-06-15,2020-04-24,89
2020-06-15,2020-04-25,73
2020-06-15,2020-04-26,75
2020-06-15,2020-04-27,73
2020-06-15,2020-04-28,82
2020-06-15,2020-04-29,83
2020-06-15,2020-04-30,78
2020-06-15,2020-05-01,78
2020-06-15,2020-05-02,73
2020-06-15,2020-05-03,75
2020-06-15,2020-05-04,84
2020-06-15,2020-05-05,72
2020-06-15,2020-05-06,73
2020-06-15,2020-05-07,80
2020-06-15,2020-05-08,60
2020-06-15,2020-05-09,67
2020-06-15,2020-05-10,74
2020-06-15,2020-05-11,64
2020-06-15,2020-05-12,60
2020-06-15,2020-05-13,51
2020-06-15,2020-05-14,46
2020-06-15,2020-05-15,57
2020-06-15,2020-05-16,48
2020-06-15,2020-05-17,53
2020-06-15,2020-05-18,61
2020-06-15,2020-05-19,39
2020-06-15,2020-05-20,53
2020-06-15,2020-05-21,52
2020-06-15,2020-05-22,54
2020-06-15,2020-05-23,56
2020-06-15,2020-05-24,42
2020-06-15,2020-05-25,41
2020-06-15,2020-05-26,27
2020-06-15,2020-05-27,39
2020-06-15,2020-05-28,38
2020-06-15,2020-05-29,40
2020-06-15,2020-05-30,37
2020-06-15,2020-05-31,43
2020-06-15,2020-06-01,39
2020-06-15,2020-06-02,31
2020-06-15,2020-06-03,23
2020-06-15,2020-06-04,43
2020-06-15,2020-06-05,26
2020-06-15,2020-06-06,15
2020-06-15,2020-06-07,19
2020-06-15,2020-06-08,26
2020-06-15,2020-06-09,12
2020-06-15,2020-06-10,17
2020-06-15,2020-06-11,8
2020-06-15,2020-06-12,4
2020-06-15,2020-06-13,2
2020-06-15,2020-06-14,3
2020-06-15,2020-06-15,1
2020-06-16,,9
2020-06-16,2020-03-01,0
2020-06-16,2020-03-02,0
2020-06-16,2020-03-03,0
2020-06-16,2020-03-04,0
2020-06-16,2020-03-05,0
2020-06-16,2020-03-06,0
2020-06-16,2020-03-07,0
2020-06-16,2020-03-08,0
2020-06-16,2020-03-09,0
2020-06-16,2020-03-10,0
2020-06-16,2020-03-11,1
2020-06-16,2020-03-12,0
2020-06-16,2020-03-13,1
2020-06-16,2020-03-14,1
2020-06-16,2020-03-15,2
2020-06-16,2020-03-16,2
2020-06-16,2020-03-17,1
2020-06-16,2020-03-18,6
2020-06-16,2020-03-19,7
2020-06-16,2020-03-20,9
2020-06-16,2020-03-21,8
2020-06-16,2020-03-22,11
2020-06-16,2020-03-23,11
2020-06-16,2020-03-24,21
2020-06-16,2020-03-25,22
2020-06-16,2020-03-26,31
2020-06-16,2020-03-27,32
2020-06-16,2020-03-28,35
2020-06-16,2020-03-29,38
2020-06-16,2020-03-30,45
2020-06-16,2020-03-31,48
2020-06-16,2020-04-01,53
2020-06-16,2020-04-02,70
2020-06-16,2020-04-03,79
2020-06-16,2020-04-04,70
2020-06-16,2020-04-05,86
2020-06-16,2020-04-06,90
2020-06-16,2020-04-07,84
2020-06-16,2020-04-08,115
2020-06-16,2020-04-09,86
2020-06-16,2020-04-10,90
2020-06-16,2020-04-11,103
2020-06-16,2020-04-12,97
2020-06-16,2020-04-13,85
2020-06-16,2020-04-14,91
2020-06-16,2020-04-15,115
2020-06-16,2020-04-16,111
2020-06-16,2020-04-17,82
2020-06-16,2020-04-18,86
2020-06-16,2020-04-19,88
2020-06-16,2020-04-20,85
2020-06-16,2020-04-21,62
2020-06-16,2020-04-22,77
2020-06-16,2020-04-23,86
2020-06-16,2020-04-24,89
2020-06-16,2020-04-25,73
2020-06-16,2020-04-26,75
2020-06-16,2020-04-27,73
2020-06-16,2020-04-28,82
2020-06-16,2020-04-29,83
2020-06-16,2020-04-30,78
2020-06-16,2020-05-01,78
2020-06-16,2020-05-02,73
2020-06-16,2020-05-03,75
2020-06-16,2020-05-04,84
2020-06-16,2020-05-05,72
2020-06-16,2020-05-06,73
2020-06-16,2020-05-07,80
2020-06-16,2020-05-08,60
2020-06-16,2020-05-09,67
2020-06-16,2020-05-10,74
2020-06-16,2020-05-11,64
2020-06-16,2020-05-12,60
2020-06-16,2020-05-13,51
2020-06-16,2020-05-14,47
2020-06-16,2020-05-15,57
2020-06-16,2020-05-16,48
2020-06-16,2020-05-17,53
2020-06-16,2020-05-18,61
2020-06-16,2020-05-19,39
2020-06-16,2020-05-20,53
2020-06-16,2020-05-21,52
2020-06-16,2020-05-22,54
2020-06-16,2020-05-23,56
2020-06-16,2020-05-24,42
2020-06-16,2020-05-25,41
2020-06-16,2020-05-26,27
2020-06-16,2020-05-27,39
2020-06-16,2020-05-28,38
2020-06-16,2020-05-29,40
2020-06-16,2020-05-30,37
2020-06-16,2020-05-31,43
2020-06-16,2020-06-01,39
2020-06-16,2020-06-02,31
2020-06-16,2020-06-03,23
2020-06-16,2020-06-04,43
2020-06-16,2020-06-05,30
2020-06-16,2020-06-06,15
2020-06-16,2020-06-07,22
2020-06-16,2020-06-08,29
2020-06-16,2020-06-09,17
2020-06-16,2020-06-10,23
2020-06-16,2020-06-11,10
2020-06-16,2020-06-12,9
2020-06-16,2020-06-13,8
2020-06-16,2020-06-14,9
2020-06-16,2020-06-15,8
2020-06-16,2020-06-16,0
2020-06-17,,9
2020-06-17,2020-03-01,0
2020-06-17,2020-03-02,0
2020-06-17,2020-03-03,0
2020-06-17,2020-03-04,0
2020-06-17,2020-03-05,0
2020-06-17,2020-03-06,0
2020-06-17,2020-03-07,0
2020-06-17,2020-03-08,0
2020-06-17,2020-03-09,0
2020-06-17,2020-03-10,0
2020-06-17,2020-03-11,1
2020-06-17,2020-03-12,0
2020-06-17,2020-03-13,1
2020-06-17,2020-03-14,1
2020-06-17,2020-03-15,2
2020-06-17,2020-03-16,2
2020-06-17,2020-03-17,1
2020-06-17,2020-03-18,6
2020-06-17,2020-03-19,7
2020-06-17,2020-03-20,9
2020-06-17,2020-03-21,8
2020-06-17,2020-03-22,11
2020-06-17,2020-03-23,11
2020-06-17,2020-03-24,21
2020-06-17,2020-03-25,22
2020-06-17,2020-03-26,31
2020-06-17,2020-03-27,32
2020-06-17,2020-03-28,35
2020-06-17,2020-03-29,38
2020-06-17,2020-03-30,45
2020-06-17,2020-03-31,48
2020-06-17,2020-04-01,53
2020-06-17,2020-04-02,70
2020-06-17,2020-04-03,79
2020-06-17,2020-04-04,70
2020-06-17,2020-04-05,86
2020-06-17,2020-04-06,90
2020-06-17,2020-04-07,84
2020-06-17,2020-04-08,115
2020-06-17,2020-04-09,86
2020-06-17,2020-04-10,90
2020-06-17,2020-04-11,103
2020-06-17,2020-04-12,97
2020-06-17,2020-04-13,85
2020-06-17,2020-04-14,91
2020-06-17,2020-04-15,115
2020-06-17,2020-04-16,111
2020-06-17,2020-04-17,82
2020-06-17,2020-04-18,86
2020-06-17,2020-04-19,88
2020-06-17,2020-04-20,85
2020-06-17,2020-04-21,62
2020-06-17,2020-04-22,77
2020-06-17,2020-04-23,86
2020-06-17,2020-04-24,89
2020-06-17,2020-04-25,73
2020-06-17,2020-04-26,75
2020-06-17,2020-04-27,73
2020-06-17,2020-04-28,82
2020-06-17,2020-04-29,83
2020-06-17,2020-04-30,78
2020-06-17,2020-05-01,78
2020-06-17,2020-05-02,73
2020-06-17,2020-05-03,75
2020-06-17,2020-05-04,84
2020-06-17,2020-05-05,72
2020-06-17,2020-05-06,73
2020-06-17,2020-05-07,80
2020-06-17,2020-05-08,60
2020-06-17,2020-05-09,67
2020-06-17,2020-05-10,74
2020-06-17,2020-05-11,64
2020-06-17,2020-05-12,60
2020-06-17,2020-05-13,51
2020-06-17,2020-05-14,47
2020-06-17,2020-05-15,57
2020-06-17,2020-05-16,48
2020-06-17,2020-05-17,53
2020-06-17,2020-05-18,61
2020-06-17,2020-05-19,39
2020-06-17,2020-05-20,54
2020-06-17,2020-05-21,52
2020-06-17,2020-05-22,54
2020-06-17,2020-05-23,56
2020-06-17,2020-05-24,43
2020-06-17,2020-05-25,41
2020-06-17,2020-05-26,27
2020-06-17,2020-05-27,39
2020-06-17,2020-05-28,39
2020-06-17,2020-05-29,40
2020-06-17,2020-05-30,38
2020-06-17,2020-05-31,43
2020-06-17,2020-06-01,40
2020-06-17,2020-06-02,36
2020-06-17,2020-06-03,24
2020-06-17,2020-06-04,44
2020-06-17,2020-06-05,37
2020-06-17,2020-06-06,25
2020-06-17,2020-06-07,32
2020-06-17,2020-06-08,37
2020-06-17,2020-06-09,30
2020-06-17,2020-06-10,31
2020-06-17,2020-06-11,21
2020-06-17,2020-06-12,14
2020-06-17,2020-06-13,12
2020-06-17,2020-06-14,13
2020-06-17,2020-06-15,11
2020-06-17,2020-06-16,6
2020-06-17,2020-06-17,1
2020-06-18,,9
2020-06-18,2020-03-01,0
2020-06-18,2020-03-02,0
2020-06-18,2020-03-03,0
2020-06-18,2020-03-04,0
2020-06-18,2020-03-05,0
2020-06-18,2020-03-06,0
2020-06-18,2020-03-07,0
2020-06-18,2020-03-08,0
2020-06-18,2020-03-09,0
2020-06-18,2020-03-10,0
2020-06-18,2020-03-11,1
2020-06-18,2020-03-12,0
2020-06-18,2020-03-13,1
2020-06-18,2020-03-14,1
2020-06-18,2020-03-15,2
2020-06-18,2020-03-16,2
2020-06-18,2020-03-17,1
2020-06-18,2020-03-18,6
2020-06-18,2020-03-19,7
2020-06-18,2020-03-20,9
2020-06-18,2020-03-21,8
2020-06-18,2020-03-22,11
2020-06-18,2020-03-23,11
2020-06-18,2020-03-24,21
2020-06-18,2020-03-25,22
2020-06-18,2020-03-26,31
2020-06-18,2020-03-27,32
2020-06-18,2020-03-28,35
2020-06-18,2020-03-29,38
2020-06-18,2020-03-30,45
2020-06-18,2020-03-31,48
2020-06-18,2020-04-01,53
2020-06-18,2020-04-02,70
2020-06-18,2020-04-03,79
2020-06-18,2020-04-04,70
2020-06-18,2020-04-05,86
2020-06-18,2020-04-06,90
2020-06-18,2020-04-07,84
2020-06-18,2020-04-08,115
2020-06-18,2020-04-09,86
2020-06-18,2020-04-10,90
2020-06-18,2020-04-11,103
2020-06-18,2020-04-12,97
2020-06-18,2020-04-13,85
2020-06-18,2020-04-14,91
2020-06-18,2020-04-15,115
2020-06-18,2020-04-16,111
2020-06-18,2020-04-17,82
2020-06-18,2020-04-18,86
2020-06-18,2020-04-19,88
2020-06-18,2020-04-20,85
2020-06-18,2020-04-21,62
2020-06-18,2020-04-22,77
2020-06-18,2020-04-23,86
2020-06-18,2020-04-24,89
2020-06-18,2020-04-25,73
2020-06-18,2020-04-26,75
2020-06-18,2020-04-27,73
2020-06-18,2020-04-28,82
2020-06-18,2020-04-29,83
2020-06-18,2020-04-30,78
2020-06-18,2020-05-01,78
2020-06-18,2020-05-02,73
2020-06-18,2020-05-03,75
2020-06-18,2020-05-04,84
2020-06-18,2020-05-05,72
2020-06-18,2020-05-06,73
2020-06-18,2020-05-07,80
2020-06-18,2020-05-08,60
2020-06-18,2020-05-09,67
2020-06-18,2020-05-10,74
2020-06-18,2020-05-11,64
2020-06-18,2020-05-12,60
2020-06-18,2020-05-13,51
2020-06-18,2020-05-14,47
2020-06-18,2020-05-15,57
2020-06-18,2020-05-16,48
2020-06-18,2020-05-17,53
2020-06-18,2020-05-18,61
2020-06-18,2020-05-19,39
2020-06-18,2020-05-20,54
2020-06-18,2020-05-21,52
2020-06-18,2020-05-22,54
2020-06-18,2020-05-23,56
2020-06-18,2020-05-24,43
2020-06-18,2020-05-25,41
2020-06-18,2020-05-26,27
2020-06-18,2020-05-27,39
2020-06-18,2020-05-28,39
2020-06-18,2020-05-29,40
2020-06-18,2020-05-30,38
2020-06-18,2020-05-31,43
2020-06-18,2020-06-01,40
2020-06-18,2020-06-02,36
2020-06-18,2020-06-03,24
2020-06-18,2020-06-04,44
2020-06-18,2020-06-05,37
2020-06-18,2020-06-06,26
2020-06-18,2020-06-07,34
2020-06-18,2020-06-08,37
2020-06-18,2020-06-09,32
2020-06-18,2020-06-10,31
2020-06-18,2020-06-11,22
2020-06-18,2020-06-12,14
2020-06-18,2020-06-13,12
2020-06-18,2020-06-14,14
2020-06-18,2020-06-15,11
2020-06-18,2020-06-16,8
2020-06-18,2020-06-17,4
2020-06-18,2020-06-18,0
2020-06-22,,10
2020-06-22,2020-03-01,0
2020-06-22,2020-03-02,0
2020-06-22,2020-03-03,0
2020-06-22,2020-03-04,0
2020-06-22,2020-03-05,0
2020-06-22,2020-03-06,0
2020-06-22,2020-03-07,0
2020-06-22,2020-03-08,0
2020-06-22,2020-03-09,0
2020-06-22,2020-03-10,0
2020-06-22,2020-03-11,1
2020-06-22,2020-03-12,0
2020-06-22,2020-03-13,1
2020-06-22,2020-03-14,1
2020-06-22,2020-03-15,2
2020-06-22,2020-03-16,2
2020-06-22,2020-03-17,1
2020-06-22,2020-03-18,6
2020-06-22,2020-03-19,7
2020-06-22,2020-03-20,9
2020-06-22,2020-03-21,8
2020-06-22,2020-03-22,11
2020-06-22,2020-03-23,11
2020-06-22,2020-03-24,21
2020-06-22,2020-03-25,22
2020-06-22,2020-03-26,31
2020-06-22,2020-03-27,32
2020-06-22,2020-03-28,35
2020-06-22,2020-03-29,38
2020-06-22,2020-03-30,45
2020-06-22,2020-03-31,48
2020-06-22,2020-04-01,53
2020-06-22,2020-04-02,70
2020-06-22,2020-04-03,80
2020-06-22,2020-04-04,70
2020-06-22,2020-04-05,85
2020-06-22,2020-04-06,90
2020-06-22,2020-04-07,84
2020-06-22,2020-04-08,115
2020-06-22,2020-04-09,86
2020-06-22,2020-04-10,90
2020-06-22,2020-04-11,103
2020-06-22,2020-04-12,97
2020-06-22,2020-04-13,85
2020-06-22,2020-04-14,91
2020-06-22,2020-04-15,115
2020-06-22,2020-04-16,111
2020-06-22,2020-04-17,82
2020-06-22,2020-04-18,86
2020-06-22,2020-04-19,88
2020-06-22,2020-04-20,85
2020-06-22,2020-04-21,62
2020-06-22,2020-04-22,77
2020-06-22,2020-04-23,86
2020-06-22,2020-04-24,89
2020-06-22,2020-04-25,73
2020-06-22,2020-04-26,75
2020-06-22,2020-04-27,73
2020-06-22,2020-04-28,82
2020-06-22,2020-04-29,83
2020-06-22,2020-04-30,78
2020-06-22,2020-05-01,78
2020-06-22,2020-05-02,73
2020-06-22,2020-05-03,75
2020-06-22,2020-05-04,84
2020-06-22,2020-05-05,72
2020-06-22,2020-05-06,73
2020-06-22,2020-05-07,80
2020-06-22,2020-05-08,60
2020-06-22,2020-05-09,67
2020-06-22,2020-05-10,74
2020-06-22,2020-05-11,64
2020-06-22,2020-05-12,60
2020-06-22,2020-05-13,51
2020-06-22,2020-05-14,47
2020-06-22,2020-05-15,57
2020-06-22,2020-05-16,48
2020-06-22,2020-05-17,53
2020-06-22,2020-05-18,61
2020-06-22,2020-05-19,39
2020-06-22,2020-05-20,54
2020-06-22,2020-05-21,53
2020-06-22,2020-05-22,54
2020-06-22,2020-05-23,56
2020-06-22,2020-05-24,43
2020-06-22,2020-05-25,41
2020-06-22,2020-05-26,28
2020-06-22,2020-05-27,38
2020-06-22,2020-05-28,40
2020-06-22,2020-05-29,40
2020-06-22,2020-05-30,39
2020-06-22,2020-05-31,44
2020-06-22,2020-06-01,41
2020-06-22,2020-06-02,35
2020-06-22,2020-06-03,26
2020-06-22,2020-06-04,45
2020-06-22,2020-06-05,37
2020-06-22,2020-06-06,27
2020-06-22,2020-06-07,33
2020-06-22,2020-06-08,37
2020-06-22,2020-06-09,33
2020-06-22,2020-06-10,36
2020-06-22,2020-06-11,27
2020-06-22,2020-06-12,24
2020-06-22,2020-06-13,22
2020-06-22,2020-06-14,18
2020-06-22,2020-06-15,17
2020-06-22,2020-06-16,13
2020-06-22,2020-06-17,8
2020-06-22,2020-06-18,3
2020-06-22,2020-06-19,1
2020-06-22,2020-06-20,4
2020-06-22,2020-06-21,2
2020-06-22,2020-06-22,1
2020-06-23,,10
2020-06-23,2020-03-01,0
2020-06-23,2020-03-02,0
2020-06-23,2020-03-03,0
2020-06-23,2020-03-04,0
2020-06-23,2020-03-05,0
2020-06-23,2020-03-06,0
2020-06-23,2020-03-07,0
2020-06-23,2020-03-08,0
2020-06-23,2020-03-09,0
2020-06-23,2020-03-10,0
2020-06-23,2020-03-11,1
2020-06-23,2020-03-12,0
2020-06-23,2020-03-13,1
2020-06-23,2020-03-14,1
2020-06-23,2020-03-15,2
2020-06-23,2020-03-16,2
2020-06-23,2020-03-17,1
2020-06-23,2020-03-18,6
2020-06-23,2020-03-19,7
2020-06-23,2020-03-20,9
2020-06-23,2020-03-21,8
2020-06-23,2020-03-22,11
2020-06-23,2020-03-23,11
2020-06-23,2020-03-24,21
2020-06-23,2020-03-25,22
2020-06-23,2020-03-26,31
2020-06-23,2020-03-27,32
2020-06-23,2020-03-28,35
2020-06-23,2020-03-29,38
2020-06-23,2020-03-30,45
2020-06-23,2020-03-31,48
2020-06-23,2020-04-01,53
2020-06-23,2020-04-02,70
2020-06-23,2020-04-03,80
2020-06-23,2020-04-04,70
2020-06-23,2020-04-05,85
2020-06-23,2020-04-06,90
2020-06-23,2020-04-07,84
2020-06-23,2020-04-08,115
2020-06-23,2020-04-09,86
2020-06-23,2020-04-10,90
2020-06-23,2020-04-11,103
2020-06-23,2020-04-12,97
2020-06-23,2020-04-13,85
2020-06-23,2020-04-14,91
2020-06-23,2020-04-15,115
2020-06-23,2020-04-16,111
2020-06-23,2020-04-17,82
2020-06-23,2020-04-18,86
2020-06-23,2020-04-19,88
2020-06-23,2020-04-20,85
2020-06-23,2020-04-21,62
2020-06-23,2020-04-22,77
2020-06-23,2020-04-23,86
2020-06-23,2020-04-24,89
2020-06-23,2020-04-25,73
2020-06-23,2020-04-26,75
2020-06-23,2020-04-27,73
2020-06-23,2020-04-28,82
2020-06-23,2020-04-29,83
2020-06-23,2020-04-30,78
2020-06-23,2020-05-01,78
2020-06-23,2020-05-02,73
2020-06-23,2020-05-03,75
2020-06-23,2020-05-04,84
2020-06-23,2020-05-05,72
2020-06-23,2020-05-06,73
2020-06-23,2020-05-07,80
2020-06-23,2020-05-08,60
2020-06-23,2020-05-09,67
2020-06-23,2020-05-10,74
2020-06-23,2020-05-11,64
2020-06-23,2020-05-12,61
2020-06-23,2020-05-13,50
2020-06-23,2020-05-14,47
2020-06-23,2020-05-15,57
2020-06-23,2020-05-16,48
2020-06-23,2020-05-17,53
2020-06-23,2020-05-18,61
2020-06-23,2020-05-19,39
2020-06-23,2020-05-20,54
2020-06-23,2020-05-21,53
2020-06-23,2020-05-22,54
2020-06-23,2020-05-23,56
2020-06-23,2020-05-24,43
2020-06-23,2020-05-25,41
2020-06-23,2020-05-26,28
2020-06-23,2020-05-27,38
2020-06-23,2020-05-28,40
2020-06-23,2020-05-29,40
2020-06-23,2020-05-30,39
2020-06-23,2020-05-31,45
2020-06-23,2020-06-01,40
2020-06-23,2020-06-02,35
2020-06-23,2020-06-03,26
2020-06-23,2020-06-04,45
2020-06-23,2020-06-05,37
2020-06-23,2020-06-06,27
2020-06-23,2020-06-07,33
2020-06-23,2020-06-08,37
2020-06-23,2020-06-09,33
2020-06-23,2020-06-10,37
2020-06-23,2020-06-11,28
2020-06-23,2020-06-12,25
2020-06-23,2020-06-13,23
2020-06-23,2020-06-14,21
2020-06-23,2020-06-15,23
2020-06-23,2020-06-16,14
2020-06-23,2020-06-17,15
2020-06-23,2020-06-18,5
2020-06-23,2020-06-19,6
2020-06-23,2020-06-20,7
2020-06-23,2020-06-21,3
2020-06-23,2020-06-22,6
2020-06-23,2020-06-23,2
2020-06-24,,11
2020-06-24,2020-03-01,0
2020-06-24,2020-03-02,0
2020-06-24,2020-03-03,0
2020-06-24,2020-03-04,0
2020-06-24,2020-03-05,0
2020-06-24,2020-03-06,0
2020-06-24,2020-03-07,0
2020-06-24,2020-03-08,0
2020-06-24,2020-03-09,0
2020-06-24,2020-03-10,0
2020-06-24,2020-03-11,1
2020-06-24,2020-03-12,0
2020-06-24,2020-03-13,1
2020-06-24,2020-03-14,1
2020-06-24,2020-03-15,2
2020-06-24,2020-03-16,2
2020-06-24,2020-03-17,1
2020-06-24,2020-03-18,6
2020-06-24,2020-03-19,7
2020-06-24,2020-03-20,9
2020-06-24,2020-03-21,8
2020-06-24,2020-03-22,11
2020-06-24,2020-03-23,11
2020-06-24,2020-03-24,21
2020-06-24,2020-03-25,22
2020-06-24,2020-03-26,31
2020-06-24,2020-03-27,32
2020-06-24,2020-03-28,35
2020-06-24,2020-03-29,38
2020-06-24,2020-03-30,45
2020-06-24,2020-03-31,48
2020-06-24,2020-04-01,53
2020-06-24,2020-04-02,70
2020-06-24,2020-04-03,80
2020-06-24,2020-04-04,70
2020-06-24,2020-04-05,85
2020-06-24,2020-04-06,90
2020-06-24,2020-04-07,84
2020-06-24,2020-04-08,115
2020-06-24,2020-04-09,86
2020-06-24,2020-04-10,90
2020-06-24,2020-04-11,103
2020-06-24,2020-04-12,97
2020-06-24,2020-04-13,85
2020-06-24,2020-04-14,91
2020-06-24,2020-04-15,115
2020-06-24,2020-04-16,111
2020-06-24,2020-04-17,82
2020-06-24,2020-04-18,86
2020-06-24,2020-04-19,88
2020-06-24,2020-04-20,85
2020-06-24,2020-04-21,62
2020-06-24,2020-04-22,77
2020-06-24,2020-04-23,86
2020-06-24,2020-04-24,89
2020-06-24,2020-04-25,73
2020-06-24,2020-04-26,75
2020-06-24,2020-04-27,73
2020-06-24,2020-04-28,82
2020-06-24,2020-04-29,83
2020-06-24,2020-04-30,78
2020-06-24,2020-05-01,78
2020-06-24,2020-05-02,73
2020-06-24,2020-05-03,75
2020-06-24,2020-05-04,84
2020-06-24,2020-05-05,72
2020-06-24,2020-05-06,73
2020-06-24,2020-05-07,80
2020-06-24,2020-05-08,60
2020-06-24,2020-05-09,67
2020-06-24,2020-05-10,74
2020-06-24,2020-05-11,64
2020-06-24,2020-05-12,61
2020-06-24,2020-05-13,50
2020-06-24,2020-05-14,47
2020-06-24,2020-05-15,57
2020-06-24,2020-05-16,48
2020-06-24,2020-05-17,53
2020-06-24,2020-05-18,61
2020-06-24,2020-05-19,39
2020-06-24,2020-05-20,54
2020-06-24,2020-05-21,53
2020-06-24,2020-05-22,54
2020-06-24,2020-05-23,56
2020-06-24,2020-05-24,43
2020-06-24,2020-05-25,41
2020-06-24,2020-05-26,28
2020-06-24,2020-05-27,38
2020-06-24,2020-05-28,40
2020-06-24,2020-05-29,40
2020-06-24,2020-05-30,39
2020-06-24,2020-05-31,45
2020-06-24,2020-06-01,40
2020-06-24,2020-06-02,36
2020-06-24,2020-06-03,26
2020-06-24,2020-06-04,45
2020-06-24,2020-06-05,37
2020-06-24,2020-06-06,27
2020-06-24,2020-06-07,33
2020-06-24,2020-06-08,38
2020-06-24,2020-06-09,34
2020-06-24,2020-06-10,38
2020-06-24,2020-06-11,33
2020-06-24,2020-06-12,27
2020-06-24,2020-06-13,31
2020-06-24,2020-06-14,21
2020-06-24,2020-06-15,25
2020-06-24,2020-06-16,21
2020-06-24,2020-06-17,20
2020-06-24,2020-06-18,9
2020-06-24,2020-06-19,6
2020-06-24,2020-06-20,11
2020-06-24,2020-06-21,5
2020-06-24,2020-06-22,7
2020-06-24,2020-06-23,4
2020-06-24,2020-06-24,1
2020-06-25,,11
2020-06-25,2020-03-01,0
2020-06-25,2020-03-02,0
2020-06-25,2020-03-03,0
2020-06-25,2020-03-04,0
2020-06-25,2020-03-05,0
2020-06-25,2020-03-06,0
2020-06-25,2020-03-07,0
2020-06-25,2020-03-08,0
2020-06-25,2020-03-09,0
2020-06-25,2020-03-10,0
2020-06-25,2020-03-11,1
2020-06-25,2020-03-12,0
2020-06-25,2020-03-13,1
2020-06-25,2020-03-14,1
2020-06-25,2020-03-15,2
2020-06-25,2020-03-16,2
2020-06-25,2020-03-17,1
2020-06-25,2020-03-18,6
2020-06-25,2020-03-19,7
2020-06-25,2020-03-20,9
2020-06-25,2020-03-21,8
2020-06-25,2020-03-22,11
2020-06-25,2020-03-23,11
2020-06-25,2020-03-24,21
2020-06-25,2020-03-25,22
2020-06-25,2020-03-26,31
2020-06-25,2020-03-27,32
2020-06-25,2020-03-28,35
2020-06-25,2020-03-29,38
2020-06-25,2020-03-30,45
2020-06-25,2020-03-31,48
2020-06-25,2020-04-01,53
2020-06-25,2020-04-02,70
2020-06-25,2020-04-03,80
2020-06-25,2020-04-04,70
2020-06-25,2020-04-05,85
2020-06-25,2020-04-06,90
2020-06-25,2020-04-07,84
2020-06-25,2020-04-08,115
2020-06-25,2020-04-09,86
2020-06-25,2020-04-10,90
2020-06-25,2020-04-11,103
2020-06-25,2020-04-12,97
2020-06-25,2020-04-13,85
2020-06-25,2020-04-14,91
2020-06-25,2020-04-15,115
2020-06-25,2020-04-16,111
2020-06-25,2020-04-17,82
2020-06-25,2020-04-18,86
2020-06-25,2020-04-19,88
2020-06-25,2020-04-20,84
2020-06-25,2020-04-21,62
2020-06-25,2020-04-22,77
2020-06-25,2020-04-23,86
2020-06-25,2020-04-24,89
2020-06-25,2020-04-25,73
2020-06-25,2020-04-26,75
2020-06-25,2020-04-27,73
2020-06-25,2020-04-28,82
2020-06-25,2020-04-29,84
2020-06-25,2020-04-30,78
2020-06-25,2020-05-01,78
2020-06-25,2020-05-02,73
2020-06-25,2020-05-03,75
2020-06-25,2020-05-04,84
2020-06-25,2020-05-05,72
2020-06-25,2020-05-06,73
2020-06-25,2020-05-07,80
2020-06-25,2020-05-08,60
2020-06-25,2020-05-09,67
2020-06-25,2020-05-10,74
2020-06-25,2020-05-11,64
2020-06-25,2020-05-12,61
2020-06-25,2020-05-13,50
2020-06-25,2020-05-14,47
2020-06-25,2020-05-15,57
2020-06-25,2020-05-16,48
2020-06-25,2020-05-17,53
2020-06-25,2020-05-18,61
2020-06-25,2020-05-19,39
2020-06-25,2020-05-20,54
2020-06-25,2020-05-21,53
2020-06-25,2020-05-22,54
2020-06-25,2020-05-23,56
2020-06-25,2020-05-24,43
2020-06-25,2020-05-25,41
2020-06-25,2020-05-26,28
2020-06-25,2020-05-27,38
2020-06-25,2020-05-28,40
2020-06-25,2020-05-29,40
2020-06-25,2020-05-30,39
2020-06-25,2020-05-31,45
2020-06-25,2020-06-01,40
2020-06-25,2020-06-02,36
2020-06-25,2020-06-03,26
2020-06-25,2020-06-04,45
2020-06-25,2020-06-05,37
2020-06-25,2020-06-06,27
2020-06-25,2020-06-07,33
2020-06-25,2020-06-08,38
2020-06-25,2020-06-09,34
2020-06-25,2020-06-10,38
2020-06-25,2020-06-11,34
2020-06-25,2020-06-12,27
2020-06-25,2020-06-13,31
2020-06-25,2020-06-14,22
2020-06-25,2020-06-15,26
2020-06-25,2020-06-16,21
2020-06-25,2020-06-17,21
2020-06-25,2020-06-18,11
2020-06-25,2020-06-19,8
2020-06-25,2020-06-20,12
2020-06-25,2020-06-21,7
2020-06-25,2020-06-22,7
2020-06-25,2020-06-23,9
2020-06-25,2020-06-24,6
2020-06-25,2020-06-25,0
2020-06-26,,12
2020-06-26,2020-03-01,0
2020-06-26,2020-03-02,0
2020-06-26,2020-03-03,0
2020-06-26,2020-03-04,0
2020-06-26,2020-03-05,0
2020-06-26,2020-03-06,0
2020-06-26,2020-03-07,0
2020-06-26,2020-03-08,0
2020-06-26,2020-03-09,0
2020-06-26,2020-03-10,0
2020-06-26,2020-03-11,1
2020-06-26,2020-03-12,0
2020-06-26,2020-03-13,1
2020-06-26,2020-03-14,1
2020-06-26,2020-03-15,2
2020-06-26,2020-03-16,2
2020-06-26,2020-03-17,1
2020-06-26,2020-03-18,6
2020-06-26,2020-03-19,7
2020-06-26,2020-03-20,9
2020-06-26,2020-03-21,8
2020-06-26,2020-03-22,11
2020-06-26,2020-03-23,11
2020-06-26,2020-03-24,21
